新媒体编辑实习生, 岗位职责 1.根据规定的排版要求，负责公众号的内容排版、发布及留言回复； 2.根据公众号的内容定位、用户喜好情况，储备转载文章并要授权； 3.提供选题思路：情感、成长、娱乐热点方向都可。 任职资格 1.本科学历，大三大四在读生，深圳生源优先； 2.有良好的的工作习惯：事事有回响，件件有着落，凡经手的工作有承担责任的意识和能力； 3.微信公众号深度用户，多关注情感&成长号内容； 4.领悟能力强，理解能力到位，能快速把握工作目的，快速上手工作。 5.能全职到岗实习最佳，也可接受一周4天到岗。 写在最后 我们能接受入门级小白，但对你的学习、领悟能力有一定要求，要求你能通过sop，快速上手工作。 目标感清晰，对编辑工作有热情，工作习惯良好是三大基础要求。 这是一个年轻的团队，所以我们更重视效率，抵制无效加班。希望你能和我们一起，通过不断学习，精进自己的专业能力，相互成就，享受工作带来的成就感。 ,白熊求职,互联网 游戏 软件 ,"民营企业
",15-50人 , 学习内容多 创业的机会 90后团队 教育 工作时间灵活 创新& 活跃 在线教育 ,深圳 ,https://www.shixiseng.com/intern/inn_4c5ma6arbfr4?pcm=pc_SearchList
腾讯青腾大学线上社群运营实习生, 【岗位】腾讯青腾大学线上社群运营实习生【岗位职责】1.线上运营企业家创业家社群，完成用户裂变，打造完整运营闭环。2.对于社群运营进行思考，产生自己的想法。3.了解用户需求，与用户进行沟通。【任职要求】1. 对互联网有兴趣，有一定程度理解。有在互联网行业发展的理想。2.逻辑能力强，脑洞大，沟通能力强。3.985等同等海内外优秀高校毕业，有运营相关实习经验，但不过分强调经验。4.文科生优先，文笔优异者优先【工作地点】深圳 腾讯滨海大厦（前期可远程）【实习时间】（远程实习阶段需尽快上岗）实习时间3个月以上，每个礼拜4天或以上【福利】1.组里氛围超棒，适合之后想去互联网领域发展的同学。2.实习满3个月可开具腾讯官方实习证明。3.公司免费班车覆盖深圳全市，茶水间无限咖啡饮料，免费健身房等其他福利。4.实习工资本科生100元/天，研究生120/天。 ,腾讯,互联网 游戏 软件 ,"民营企业
",2000人以上 , 平台起点高 高端品牌 互联网 产品 ,深圳 ,https://www.shixiseng.com/intern/inn_2txemx9ilasq?pcm=pc_SearchList
实施顾问实习生, 工作职责： 1、负责项目实施过程中的数据收集、整理及文档整理工作；  2、负责项目实施过程中软件测试，测试问题反馈和跟踪工作； 3、负责项目实施过程中培训材料制作，用户培训和考核工作。 岗位要求： 1、本科大三、大四，工业工程、物流工程或计算机相关专业； 2、有IT实施实习经验者优先； 3、有较强的学习能力和较强的抗压能力； 4、做事认真，仔细，有责任感，业务梳理、文笔较好。 你将获得： 集团合作：项目属于华润、国药等集团项目； 实习证明：为实习生提供实习证明； 薪酬工资：提供具有竞争力的薪酬； 员工活动：丰富文体活动，如羽毛球、生日会、外出旅行； 其他福利：节日活动奖品；每日新鲜水果、零食下午茶。 ,无境创新,互联网 游戏 软件 ,"外资企业
",15-50人 , 各种牛人 行业大咖 快速发展 扁平化管理 ,广东/深圳 ,https://www.shixiseng.com/intern/inn_rhaek2ws4gsh?pcm=pc_SearchList
用户运营实习生, 【岗位职责】 1. 负责微信服务号、多端小程序等产品的用户运营工作； 2. 针对各个阶段、流程节点的用户进行分类、分级、挖掘、引导、维护、制定并执行不同的精细化运营策略。 3. 提供用户活跃、留存和转化率，并有效提升用户粘性； 【岗位要求】 岗位要求 1.本科以上学历，有用户运营、活动经验； 2.善于沟通，能够主动驱动合作共赢取得结果，具备数据分析能力，通过数据驱动制定并调整运营策略； 3.思维清晰，责任心强，有上进心，有创造性。 ,Rocket AI,互联网 游戏 软件 ,"民营企业
",50-150人 , 提倡创新 能力锻炼 多劳多得 弹性工作 新鲜事物 互联网热点 ,深圳 ,https://www.shixiseng.com/intern/inn_d5rri6tdzfr0?pcm=pc_SearchList
( 2021暑期实习)游戏美术2D设计, 工作职责1. 配合世界观进行美术风格的探索以及前期概念 2. 和策划及美术组员脑暴，输出游戏内的角色、场景、物件，界面等设计，以及后期宣传类需求 3. 了解游戏制作的全管线流程，更明确找到自己未来发展的方向；任职资格1. 热爱游戏，喜欢美术，具备优秀的审美能力，并具有扎实的美术基本功 2. 熟悉电脑绘图的创作流程和技巧，熟练掌握PS，以及2D设计软件 3. 具有优秀的创造力和想象力，较强的理解能力，表达能力以及学习能力，性格开朗，善于沟通与合作 4. 勤奋和灵性怎样也要二选一吧！ ,创梦天地,互联网 游戏 软件 ,"民营企业
",500-2000人 , 福利好 接触面广 高水平老大 免费食宿 激情 ,深圳 ,https://www.shixiseng.com/intern/inn_h5bpz16ro8et?pcm=pc_SearchList
视频设计实习生, 部门：腾讯企鹅辅导 【岗位职责】平时会剪辑一些老师上课的课程，然后在发新课程时会制作一些宣传片，以及偶尔外邀嘉宾直播课的宣传视频制作 【任职要求】技术上必须会剪辑，不要求精通AE但是必须会用（PS、PR、AE必须会），必须是在校生 加分项：会画画、会视频调色、会做动画、会平面设计、有一定文案能力、摄影摄像、3D、AU、C4D 【你将获得】 薪资：127一天、每天免费咖啡饮料、班车福利、每月半价购买100Q币额度。 ,腾讯,互联网 游戏 软件 ,"民营企业
",, ,,https://www.shixiseng.com/intern/inn_njfasceprken?pcm=pc_SearchList
总经办实习生, 工作职责 1.协助整理公司的档案资料； 2.协助办理公司工商年检工作； 3.领导安排的其他临时工作。 任职资格 1.财务、统计、法学和金融相关专业优先； 2.熟练操作办公软件； 3.能吃苦耐劳、有责任心，有较强的沟通和协调能力，学习能力强。 ,优必选,互联网 游戏 软件 ,"外资企业
",500-2000人 , 学习型 成长快 团队气氛nice 人工智能 独角兽 大牛带队 ,深圳 ,https://www.shixiseng.com/intern/inn_pgyszm9k4jfw?pcm=pc_SearchList
线上捷克语语料校对, 【工作内容】 负责语料校对，针对句子中的单词、语法错误，逻辑表达不通顺及标点符号等地方进行修改 。 【工作要求】 1.本科及以上学历，捷克语专业大三及以上 2.认真负责，空闲时间较多； 3.自备Win7及以上系统电脑。 【工作时间】 1.项目工期30天； 2.每天至少工作两到三个小时，时间自由选择。 【薪资待遇】   25元/100句，时薪约40元左右。 【公司地址】 北京市海淀区五道口优盛大厦 ,HTRS,互联网 游戏 软件 ,"股份制企业
",150-500人 , ,北京 ,https://www.shixiseng.com/intern/inn_iej73chdtgjs?pcm=pc_SearchList
西班牙语运营实习生, 岗位职责： 1.   负责公司SNS营销工作，facebook Youtube pinterest instagram等品牌专页的运营推广，增加粉丝量； 2.   负责相关账号的更新操作与维护，善于把握舆论导向，跟踪国外热点，引领消费； 3.   负责SNS渠道市场调研，对竞争对手外链搜索引擎优化进行分析及深入挖掘，在此基础上进行总结并开拓新的推广方式和平台； 4.   撰写软文，活动策划文案等； 5.   其他运营营销相关工作。   任职要求： 1. 本科及以上学历，有一年左右运营相关工作经验； 2. 西班牙语专业或西班牙留学经验； 3. 热爱网络推广、新媒体运营者优先考虑； 4. 有良好的团队合作精神，勤奋好学； 5. 接受优秀应届生。 ,Vlikee,互联网 游戏 软件 ,"民营企业
",15-50人 , 奖励多样 行业革新者 拥抱变化 ,广东/深圳 ,https://www.shixiseng.com/intern/inn_k9vgd5q6bm3u?pcm=pc_SearchList
运维工程师, 一、运维工程师（含DBA方向）（2名） 计算机科学与技术、软件工程等相关专业 （1）负责系统的环境搭建、服务部署、日常监控、日常维护、故障分析及处理、应急处理 （2）熟悉linux基础、常见的网络协议。熟悉jdk、tomcat、redis、mysql、jenkins等的部署和使用，具备排查、定位、解决问题的能力 （3）了解系统的高可用、可靠性，协助或负责服务器架构设计和搭建，了解docker的原理和基本使用 （4）熟悉shell脚本的编写，具备独立编程的能力，协助或负责本地测试环境的运维管理与支撑 ,杰豪科技,互联网 游戏 软件 ,"民营企业
",15-50人 , 近地铁 周末双休 扁平式 ,广东/深圳 ,https://www.shixiseng.com/intern/inn_ghjppfshj9b0?pcm=pc_SearchList
知识产权实习生-深圳, 岗位职责： 1. 协助管理知识产权相关文件、数据、费用等； 2. 协助专利、软著资助申报及相关政策信息收集； 3. 协助管理并维护专利系统； 4. 配合其他部门提供知识产权相关数据及文档等； 5. 完成领导交办的其它任务。 任职要求： 1. 工作认真细致，责任心强，有较强的沟通能力和汇报能力； 2. 具有服务精神和合作意识，较强组织协调和时间管理能力； 3. 具备熟练的计算机操作能力，尤其办公软件的应用； 4. 对知识产权相关工作有兴趣，了解知识产权相关法律者优先。 ,SenseTime商汤科技,互联网 游戏 软件 ,"民营企业
",2000人以上 , 工作氛围活泼 快乐的大家庭 零食水果 同大牛交流 免费水果 晋升机会多 快速发展 收获大 环境好氛围好 超有爱 ,北京 ,https://www.shixiseng.com/intern/inn_dyc0j5jpj32h?pcm=pc_SearchList
文员实习生," 1，熟悉电脑操作和办公软件。 2，有销售工作经验优先或者有做销售的想法 3，具备基本商务信函写作能力及较强的书面和口头表达能力。 4,工作仔细认真、责任心强、为人正直，具备较强的书面和口头表达能力； 职位描述 任职资格 1、文秘或管理类相关中专以上学历； 2、熟悉办公室行政管理知识；熟悉办公软件； 3、工作仔细认真、责任心强； 4、有较强的沟通协调能力，有良好的纪律性、团队协助作以及服务创新精神。 5、工作责任心强，认真负责，有同等工作经验，熟悉SAP系统更佳 岗位说明： 1、及时将公司公布信息通知客户及将客户的意见反馈给公司 2、将客户与公司的动态与所管辖的业务员沟通，协助销售任务的落实 ",中都云谷,互联网 游戏 软件 ,"民营企业
",15-50人 , 毕业留用 手工咖啡畅饮 ,广东/深圳 ,https://www.shixiseng.com/intern/inn_ywjg1s4rhdr4?pcm=pc_SearchList
