招聘实习生, 【岗位职责】 1、与业务部门沟通招聘需求，快速、精准理解招聘需求； 2、执行人才搜索和寻访计划，甄选、评估候选人匹配度并邀约合适的候选人； 3、协助进行招聘渠道维护的相关工作； 4、独立负责基础岗位的面试； 5、量化招聘过程数据，找到招聘问题并实时解决； 6、其他招聘项目工作与活动的支持与安排。   【任职要求】 1、2021年毕业，2020届仅限确定保研/留学的同学； 2、每周出勤4~5天，实习3个月及以上； 3、积极上进、踏实认真，向往HR工作； 4、有互联网HR实习经验者优先。   【你将获得】 1、薪资：本科生3000元/月实习工资，研究生4000元/月实习工资，异地院校同学且家庭在深无住所者还可以享受2800元/月的住房补贴； 2、公司亦有美味餐厅，在食堂就餐可享受餐补，只需自付少量金额即可享受美味大餐；   3、给每位实习同学，购买商业保险，实习期间有更多保障；   4、每月还有120元电影票，可与亲朋好友一起看个电影；  5、团队氛围好，学习成长空间大。   【备注】 - 1对1导师制，手把手带你熟悉职位！ - 不想做打杂划水的实习生？来这里就对了！ ,吉比特,互联网 游戏 软件 ,"股份制企业
",150-500人 , 环境高大上 行业领导者 薪酬福利好 专业、活力、创造 实习商业保险 美味餐厅 每月固定观影福利 ,深圳 ,https://www.shixiseng.com/intern/inn_r6mxtnzlmocs?pcm=pc_SearchList
后期制作实习生, 【岗位职责】 1、负责KOL短视频素材的创意剪辑； 2、擅长捕捉当下热点内容视频，完成部门要求的视频制作。 【任职要求】 1、王者荣耀玩家，有丰富的游戏经验，了解游戏行业，游戏话术； 2、熟练掌握PR 、AE等后期剪辑软件； 3、熟悉抖音，B站游戏、二次元网络节目风格； 4、具备良好的协作能力。 ,众乐互娱,互联网 游戏 软件 ,"民营企业
",150-500人 , 游戏大神聚集地 弹性工作制 老大请吃饭！ ,深圳 ,https://www.shixiseng.com/intern/inn_rfcybecbcel8?pcm=pc_SearchList
系统运维测试实习生, 深圳市属国企，行业领先的高端智库及交通整体解决方案提供者，福利待遇佳，工作氛围好。新划分部门，会有IT团队，实习生能够学有所用，优秀者有转正机会。 地点：南山区深圳湾生态科技园 岗位职责： 1.协助进行企业项目管理平台上线准备，包括系统调试、配置及测试 2.协助进行企业项目管理系统的二次开发 职位要求： 1.在校大学生 2.计算机相关专业 ,深圳交通中心,农林牧渔 其他 ,"民营企业
",500-2000人 , 交通规划 国企 设计院 ,深圳 ,https://www.shixiseng.com/intern/inn_exxnjfrkayj2?pcm=pc_SearchList
海外新媒体运营, 岗位职责：1. 公司FB账号的市场运营；2. 新媒体内容中英文撰写；3. 根据预算提高媒体运营效果；4. 可以独立设计简单的宣传页面 ，有很好的审美能力；5. 领导交办的其他任务。​任职要求：1、本科学历以上，有新媒体运营经验可优先考虑，有优秀的中英文写作水平；2、善于团队写作，有激情，性格开朗活泼；3、热爱跨境电商、热爱跨境物流；4、有敏锐的市场创新意识、应变能力，学习能力强；5、逻辑性强和良好的语言表达能力； ,Allsome,互联网 游戏 软件 ,"民营企业
",少于15人 , 弹性上班 年轻的创业团队 成长空间大 人性化管理 同事有爱 前景广阔 ,深圳 ,https://www.shixiseng.com/intern/inn_otuos3ydrigu?pcm=pc_SearchList
动画/动效/平面设计, 主要职责： 1､负责在公司发表的视频、新闻、文章中进行动漫、插画、特效的设计 2､负责公司宣传海报设计 3､负责线下市场活动推广 任职要求： 1、影视制作类、动漫类、美术类专业，擅长各类设计软件使用。 2、会UI设计者优先 该职位同时接受寒假实习和长期实习。 ,识业教育科技,互联网 游戏 软件 ,"民营企业
",15-50人 , 大咖 事业成就感 近地铁站 个人提升快 ,广东/深圳 ,https://www.shixiseng.com/intern/inn_zs2veo7efsw6?pcm=pc_SearchList
校园运营官, 岗位职责： 1、【引导萌新】邀请校园用户入驻“得懂”，参与各类有趣好玩的打卡活动； 2、【脑力风暴】不定期策划节日活动/校园活动，并参与其中的运营实操； 3、优先体验“得懂”内所有上新版块和活动，提出优化建议，参与内容产出。 任职要求： 1、在校大学生，有一定的校园人脉和活动推广经验； 2、执行能力强，有团队意识、独特的观点和创意； 3、对互联网行业有高度热忱并认可得懂APP的校园推广活动。 工作福利： 1、能让你简历润色的实习证明； 2、大量现金奖励； 3、得懂APP的精美周边礼品； 4、不定期邀约互联网运营大佬空降答疑； 5、表现优异的校园运营官可以获得暑假或者寒假期间到公司总部参与项目工作的实习offer。 ,柒拾亿人互联,互联网 游戏 软件 ,"民营企业
",50-150人 , ,广州 ,https://www.shixiseng.com/intern/inn_20ozw4hpfyjh?pcm=pc_SearchList
项目管理助理, 岗位职责： 1、负责对部门内部项目进行支持、监控和管理，协助项目经理实现项目目标； 2、支撑项目管理体系执行和改进，关注项目过程执行，测试，识别、推进部门内部过程改善； 3、对部门项目进行管理、监控、审计和汇报，帮助项目经理协调、解决项目问题，保证项目顺利完成； 4、支持体系流程，支持工具使用，参与流程和工具改进； 5、对项目数据进行汇总和管理，定期上报，为领导决策提供数据支持； 6、建立部门内部知识共享平台，促进部门项目管理能力提升。 任职要求： 1、大专以及以上学历，计算机技术相关专业优先； 2、熟悉项目流程，一定的撰写功底； 3、参与或者主导公司项目管理体系建立、有医疗信息化项目开发与实施者优先； 一经录用公司将提供具有市场竞争力的薪酬福利。 ,深林软件,互联网 游戏 软件 ,"150-500人
",广东/深圳 , 领导是逗比 年终奖丰厚 高薪水 团队出游 关注员工发展 从不加班 ,,https://www.shixiseng.com/intern/inn_lfkctooqqtmt?pcm=pc_SearchList
平面设计实习生," 1.输出商家品牌全站日常所需资源图片,大促活动专题页、海报以及推广图等&semi 2.负责图片多语言排版设计,有一定的创意能力,良好的视觉审美力&semi 3.协助完成其它设计工作(如 社交平台的推广图片，海报等) 职位要求: 1.20/21届本科及以上学历,美术/设计类专业优先，重点本科优先 2.具备优秀的视觉表现力,对设计有一定认知 3熟练运用PS、AI、Sketch等设计软件 4.良好的沟通能力、业务理解能力以及执行力 （提供转正机会） ",比柚,互联网 游戏 软件 ,"民营企业
",50-150人 , ,广东/深圳 ,https://www.shixiseng.com/intern/inn_yudksuv47mrb?pcm=pc_SearchList
计算机实习生, 1. 负责研发项目过程及研发部门协作间的质量数据监督、分析及预警等工作。 2. 协助开展研发项目过程审计工作，定期汇报审计结果。 3. 协助开展质量专项改进活动，包括专项跟进、改进结果数据分析等工作。 4. 协助整理、发布、推广质量流程、规范相关文档及模板等。 ,彩讯股份,互联网 游戏 软件 ,"股份制企业
",500-2000人 , 上市公司 地铁周边 环境优越 1V1培养 朝九晚六 周末双休 ,全国 ,https://www.shixiseng.com/intern/inn_m4tyrxdxx9tg?pcm=pc_SearchList
产品经理（实习）, 工作地址：广东深圳 岗位描述： 1、负责齐杉公司网络安全产品、云计算产品、物联网安全产品的售前工作； 2、负责各行业的需求研究和趋势探讨； 3、负责客户需求分析，行业机会点挖掘，技术交流引导，竞争对手分析等工作； 4、制定解决方案，招投标方案，以及技术侧客户关系平台搭建等工作。 岗位要求： 1、本科及以上学历，计算机软件、网络、通信、软件工程、电子信息工程等相关专业优先； 2、具备网络、安全、优化等领域基础知识； 3、强烈的敬业精神和工作责任感，具备良好的协调能力； 4、突出的口头表达能力和演讲能力，具备良好的学习能力和写作能力； 5、仅面向2021年毕业生，实习期优秀者提供转正机会。 投递请注明应聘岗位及为实习岗位   福利待遇： 1、公司提供住宿，并有相应交通费、通讯费补贴，晚上9点半以后离开公司补贴12元/日； 2、半年一次考核，有机会进入试用期或者直接转正； 3、无责任底薪+年度奖金（销售人员有季度奖）+公司其他福利、补贴； 4、每周双休，工作日上下班时间为8：30-：18：00。 ,齐杉科技,互联网 游戏 软件 ,"民营企业
",150-500人 , 年轻有活力 政府支持 产品靠普 ,深圳 ,https://www.shixiseng.com/intern/inn_iiufcgafpsu8?pcm=pc_SearchList
游戏剧本编剧实习生, 工作职责： 1. 负责撰写游戏剧本或影视等类别的故事剧情创作； 2. 能够独立创作故事大纲、能够撰写剧本、脚本； 3. 具有较强的沟通能力，能进行团队协作。 4.能够架设二次元游戏世界观，并根据世界观提出相关美术需求，包括场景、角色、道具等等。 5.参与iP的内容策划，参与制定故事大纲以及开发策略。 6.根据公司要求，完成故事大纲、人物小传、剧本的创作。 任职资格： 1．热爱IP、游戏、动漫、二次元，对品牌广告、热点及IP案例敏感。 2．既有天马行空的创意想法，也有注重细节的执行能力； 3、了解二次元用户行为爱好，并能活用自己的知识储备，提取核心本质，独立架设一个完整并有吸引力的二次元世界 4、了解当前的二次元题材游戏，对体验过的游戏设定能有自己的见解 5、优秀的写作及表达能力，热爱游戏、热爱二次元。 长期实习优先，考核通过可以留用 ,乐元素,互联网 游戏 软件 ,"股份制企业
",500-2000人 , 发展速度快 员工生日会 年轻的团队 生日礼物 按摩健身 ,,https://www.shixiseng.com/intern/inn_oeofv6jjkjyg?pcm=pc_SearchList
行政前台, 岗位职责： 1.来访接待； 2.行政采买、快递月结； 3.会议管理等； 4.公司考勤及其他行政事务；   任职要求 1.接受即将毕业的应届生，可提供转正机会； 2.聪明伶俐，端庄，勤奋。 3.专业不限。 ,舒可士,互联网 游戏 软件 ,"外资企业
",50-150人 , 优秀团队 无限发展空间 OPEN SHARE 实习可转正 ,深圳 ,https://www.shixiseng.com/intern/inn_wzib4tkd8g7f?pcm=pc_SearchList
应用工程实习生（深圳）," Duties and Responsibilities: Develop wireless RF test solution (Cellular/Connectivity) with best performance, work closely with chipset companies, ODMs and OEMs to provide software test solutions and field support Focus on bring better user experience of RF testing for customers. Trouble shooting of all kind of issues including RF measurement/DUT s….. Providing technical support, demonstrations and debug of end customer products&semi Providing technical training to sales, FAE, channels. Oversea communication and joint project development *Basic Qualifications, Experience, Skills & Education Required  BS/MS graduate&semi Major in EE, Computer, Wireless communication and so on Working experience in C++/C# coding. Knowledge of wireless/RF testing software, trouble shooting. Knowledge of RF PHY requirements for following wireless communication standards: Testing knowledge of RF test knowledge including Calibration/Verification is a plus Good knowledge in mobile communication theory is a plus&semi Utilize test equipment including spectrum analyzers, VSAs, VSGs, sweep generators, and other standard test equipment as part of development and verification is a plus&semi Able to work independently and complete project schedule under press on schedule. Excellent troubleshooting, analysis and problem solving skills&semi Ability to speak/read/write/present in English clearly for both internal and customer communications at a technical level. Willing to learn new technologies, self-motivated, passionate about software development with high technical competency Good team work spirit, easy to cooperate with customers and team members&semi Excellent verbal and written communication skill&semi Able to travel internationally and locally&semi Be willing to travel to Shenzhen frequently. ",莱特波特,农林牧渔 其他 ,"民营企业
",150-500人 , 外企 通信 电子 有活力的团队 美国硅谷 ,上海 ,https://www.shixiseng.com/intern/inn_mmkdbmtapv6c?pcm=pc_SearchList
UI设计（实习）," 岗位职责： 1、负责产品界面视觉用户研究、设计流行趋势分析；设计不同风格的美术界面 2、参与用户研究，根据用户研究的结果对设计方案进行优化； 3、对现有产品的可用性测试和评估提出改进方案，持续优化产品的用户体验； 4、参与界面规范的制定与实施； 岗位要求： 1、有较强的美术功底，能够灵活控制设计风格，富有创造力和激情； 2、熟悉web前端页面的交互设计理念。 3、能够运用photoshop,illustrator,dreamweaver,flash,flireworks等网页相关工具。 4、掌握交互设计的各类技能，包括流程及线框图，高保真产品原型等内容的输出。 ",北斗院,互联网 游戏 软件 ,"民营企业
",50-150人 , 90后团队 健身房 法定节假日 有奖励 平台起点高 员工饭堂 互联网精神 ,,https://www.shixiseng.com/intern/inn_lric0zlmhkgq?pcm=pc_SearchList
产品经理," 工作职责： 1、根据公司和产品发展策略，负责相关产品模块策划管理工作，提升用户体验； 2、负责相关产品开发项目周期和进度把控，确保对产品开发至最终上线运营，对进度质量负责； 3、负责跨部门协调和沟通，推动UI、开发、测试、运营等人员紧密合作达成产品目标； 4、协调产品上线前的产品文档整理，商务推广，市场宣传等配合工作； 5、对用户需求、市场需求和业务需求进行调研分析，不断优化产品，提升产品质量。 职位要求： 1、本科及以上学历，具备基本的画图能力； 2、具备较强的逻辑思维能力、学习创新能力、数据分析能力和语言表达能力； 3、熟练常用的原型设计工具，如sketch, Visio, Axure 等。 ",大管加,互联网 游戏 软件 ,"民营企业
",50-150人 , 上班位置方便 团队氛围棒 牛逼团队 一起成长 空间无限大 创造性 能学到很多 快乐的大家庭 “实习”创业 年轻 ,深圳 ,https://www.shixiseng.com/intern/inn_ycc5lrkap9v8?pcm=pc_SearchList
客户端产品实习生, 岗位职责： 1. 收集用户反馈的产品建议，发掘产品需求； 2. 跟踪行业动态，体验同行优秀产品，发掘优秀特性； 3. 负责桌面及移动端产品的策划及研发跟进，跟进项目迭代； 4. 关注数据，根据数据判断现存问题，提出解决方案。 岗位要求： 1. 全日制本科以上学历，包括：大三、大四保研学生或研一、研二学生； 2. 了解港美股业务，有一定的技术背景或金融实习背景优先，有产品实习经历者优先； 3. 敢于表达，善于沟通，有情绪控制能力； 4. 能够独立思考，逻辑能力强，对问题有自己独立的见解； 5. 熟练使用axure、excel、xmind 类似办公工具（必备）。 tips:岗位为日常实习，应届生请勿投递 ,富途网络,互联网 游戏 软件 ,"民营企业
",500-2000人 , 弹性管理 腾讯系团队 扁平管理 六险一金 ,深圳 ,https://www.shixiseng.com/intern/inn_4z3zz2ut8pqg?pcm=pc_SearchList
视频审核, 【工作内容】对用户上传到网站的视频、图片、评论等内容进行审核，及时删除违反国家   法律规定的内容，维护网站的绿色、正常秩序；处理用户对于节目的举报以及其他信息反馈。【任职要求】1、有较强的学习能力，熟记相关规则； 2、具有较强的组织计划能力、协调能力及执行能力，善于团队合作； 3、了解重大新闻事件和新闻背景，对时政内容较敏感； 4、大专及以上学历，工作经验不限，男女不限（可接受应届毕业生） ,繁星数据,互联网 游戏 软件 ,"民营企业
",15-50人 , 人工智能 大数据 ,成都 ,https://www.shixiseng.com/intern/inn_msbliuomiu3l?pcm=pc_SearchList
英语编辑实习生JD005（经验分享方向）, 岗位职责： 1、 负责公司公司[英语学习方法论]专栏的更新与维护； 2、完成上级领导安排的其他工作事项。 任职要求： 1、本科以上学历，英语相关专业； 2、有英语学成经验，爱分享懂营销； 3、具备较强的逻辑分析和表达能力，具备文字创作能力，文笔出众者尤佳； 4、做事认真、缜密、谨慎，善于学习，懂得在工作中避免失误； 5、有考过雅思、托福、英语专四专八、四六级者优先考虑，留学生优先考虑； 工作地点：全国，该岗位可远程上班，无需坐班，弹性工作  ,信一科技,互联网 游戏 软件 ,"民营企业
",少于15人 , 互联网 咨询公司创业 媒体 ,深圳 ,https://www.shixiseng.com/intern/inn_q2t69v0c17nv?pcm=pc_SearchList
人工智能-金融数据训练师, 【岗位职责】 1．理解业务需求，明确标注目标，运用工具对金融文本等数据进行整理和标注； 2．对标注结果进行质量评估，发现关键问题，反馈标注结果，优化标注质量； 3．优化标注工具和方法，完善标注工作流程和规范； 4．与数据工程师等技术人员合作，高效、精准、按期完成各项数据集标注工作。 【任职要求】 1．本科及以上学历； 2． 大学英语四级及以上，阅读能力优秀； 3． 逻辑思维强，能够积极思考和改进数据处理技巧和方法； 4． 专业不限，有财务、金融知识基础优先，对金融大数据行业有兴趣优先。 ,繁星数据,互联网 游戏 软件 ,"民营企业
",15-50人 , 人工智能 大数据 ,成都 ,https://www.shixiseng.com/intern/inn_k4lg8k5blti7?pcm=pc_SearchList
理财规划师106, 我们的优势： 1）公司提供完善培训，掌握专业核心技能，成长为专业的稀缺人才—保险规划师； 2）晋升空间广阔，无论是专业线还是管理线，总有一条适合你； 3）综合财富管理平台，无论是中产家庭还是高净值客户，都由公司提供，无需自带资源，你只要具备专业度，可为客户提供全品类资产配置。 岗位职责： 1）根据公司分配的客户数据（主动咨询业务及付费客户），通过线上沟通的方式，对顾客的保险保障缺口进行分析，一对一解决用户保险咨询，根据客户的个人及家庭状况，深度结合客户的需求，提供私人定制的保险配置方案； 2）依此进行不同保险产品的介绍，解答顾客疑问，精准把握并挖掘客户需求，协助用户投保、核保和对接投保渠道，促成产品的成交； 3) 及时反馈客户诉求，促进网站产品迭代，提升用户体验和运营效率。 任职资格： 1）全日制本科及以上学历，可接受优秀应届毕业生，金融学、保险学、市场营销、投资理财、心理学等相关专业优先； 2）具备优秀的沟通表达和学习能力，积极主动、具有较高的综合素质，能快速并深入学习专业知识的能力，有较强的学习意愿； 3）销售欲望强，愿意挑战高压力、高薪工作，有持续的内驱力和团队协作精神，具备一定的销售技巧，能够挖掘用户需求； 4）对互联网保险行业有一定了解并具备较强认同感，认可业务文化及价值观。 ,金斧子,互联网 游戏 软件 ,"500-2000人
",深圳 , 午餐&amp;amp;下午茶 互联网 金融 ,,https://www.shixiseng.com/intern/inn_zqesm7hjefcc?pcm=pc_SearchList
售后工程师J10945, 岗位职责： 1.负责安全产品售后实施安装及部署，以虚拟防火墙为主； 2.负责跟踪产品售后问题，如调试、维护、排障等，保证产品在客户处的持续稳定运行； 3.负责部分特殊大型项目的驻场测试支持工作。 任职要求： 1.能搭建各类系统环境和平台，熟练使用Linux系统； 2.熟悉网络及协议，主流虚拟化技术Vmvare/KVM，具备网络故障的基础排错能力，具有防火墙等安全产品支持经验者优先； 3.对新技术敏感，求知欲强，能快速学习并具备较强的技术领悟能力； 4.有团队合作能力，良好的沟通能力与书面表达能力，严谨的工作态度与高质量意识，极强的抗压能力，能适应出差； 5.有管理、部署、维护openstack等开源虚拟化管理平台经验经验者优先。 工作地点： 南昌、南京、泰州、苏州、无锡、南阳、驻马店、商丘、平顶山、新乡、鹤壁、安阳、濮阳、济南、青岛、潍坊、滨州、合肥、深圳、香港 ,天融信科技集团,互联网 游戏 软件 ,"民营企业
",2000人以上 , 团建&amp;amp;amp;出国游 发展前景 ,北京 ,https://www.shixiseng.com/intern/inn_yu8vcik9jmhz?pcm=pc_SearchList
测试工程师, 计算机科学与技术、软件工程等相关专业 （1）熟悉基本测试理论和测试方法，了解C/C#/java/Python等至少一种编程语言，了解HTTP、TCP协议，了解jmeter等测试工具的使用，能基于实际应用效果给予分析报告 （2）参与各类产品的需求评审工作 （3）编写测试方案和测试用例，执行测试用例并记录测试问题 （4）从用户体验的角度，提出软件产品的改善意见 （5）向项目管理团队报告测试情况，并推动问题解决 ,杰豪科技,互联网 游戏 软件 ,"民营企业
",15-50人 , 近地铁 周末双休 扁平式 ,广东/深圳 ,https://www.shixiseng.com/intern/inn_fsexyvv2fthm?pcm=pc_SearchList
市场助理（实习生）, 职位诱惑： 清华实验室资源；团队氛围好；上升空间大 职位描述： 实习生岗位，有转正机会！ 岗位职责： 1、配合商务负责人外出进行商务谈判及项目业务对接； 2、配合商务负责人规划新业务及制定市场营销规划； 3、负责客户的商务联系与咨询，了解客户需求，为客户提供解决方案，完成商务谈判及签约合作； 4、协助部门开发、管理客户，维护客户关系。 任职要求： 1、本科及以上学历的在校学生，金融等相关专业优先，有商务谈判经验者优先； 2、具备较强的学习能力和领悟能力，能有效完成领导教派的各项任务； 3、性格开朗、能够快速融入团队、善于沟通交流且有一定的谈判能力者优先； 4、有责任心，工作细致认真，具有很强的抗压能力。 5、熟练office办公软件，PPT文档输出优秀者优先。 团队自由活跃，扁平化管理，能让你身处在轻松愉悦的氛围中工作；公司福利多多：周末双休、办公零食、公司团建.... 若你是乐于创新和冒险，想激发自己各方面的能力的开拓者，那就快点来加入我们吧！ ,升幂科技,互联网 游戏 软件 ,"民营企业
",少于15人 , 创新& 活跃 周末双休& 五险 顶尖团队 欢乐团队 ,深圳 ,https://www.shixiseng.com/intern/inn_pacayguczvyx?pcm=pc_SearchList
游戏设计实习生-雇主品牌方向, 1.精通PS，熟悉AE/PR/AI等软件，有平面设计/摄影后期等经验。 2.有一定的手绘能力和平面审美，熟悉游戏相关的平面风格。 3.有品牌或内容类自媒体运营素材设计制作经验者优先录取。 4.平面设计相关专业优先录取。 职位要求 1.支持雇主品牌所需平面设计工作。 2.参与打造游戏团队品牌形象。 3.完成视频、海报和宣传素材的制作。 4.参与运营内容的创意和执行，增加运营内容的丰富度和新鲜感。 ,字节跳动,互联网 游戏 软件 ,"民营企业
",2000人以上 , 亿级日活平台 今日头条 抖音 年轻、扁平、透明 免费三餐健身房 租房补贴 ,北京 ,https://www.shixiseng.com/intern/inn_ohw28vlxyrcv?pcm=pc_SearchList
亚马逊运营专员/助理, 工作职责： 1. 负责公司品牌产品在Amazon平台上的销售工作； 2. 调查市场，分析市场，制定销售策略，产品刊登计划，负责新产品的上架和产品文案、关键词等优化工作； 3．制定销售规划，以及日常工作的开展； 4．负责制定相关的销售方案，提升产品销售； 5．负责提交和控制产品的采购计划，及时反馈问题给上级并协助解决问题； 6．对产品在各市场的销售额及市场份额负责。 任职资格： 1、 全日制本科及以上学历或海外留学经验，应届毕业生优先考虑，专业不限，英语六级以上；英语专业，专四以上； 2、 逻辑思维强，乐意从事跨境电商销售； 3、工作责任感强、积极高效、有良好的团队合作精神。 晋升路径：运营助理-运营专员-运营经理-销售合伙人（周期2年） 备注：公司走精品模式，团队特点是快速、高效、创新多变，团队成员有三分之一是海外硕士留学生，其余为国内双一流大学毕业生组成，是深圳跨境电商行业最精锐的运营团队之一！ ,浩方集团,互联网 游戏 软件 ,"民营企业
",150-500人 , 年轻团队 大梦想 赚钱多成长快 锻炼能力 学到东西 工作开心 一起成长 团队牛 发展空间巨大 ,广东/深圳 ,https://www.shixiseng.com/intern/inn_7iwkcvylwwj7?pcm=pc_SearchList
运营实习生（法语）J10353," 工作职责工作职责： 1、收集最新音乐信息，了解音乐文化和流行趋势； 2、负责产品运营工作； 3、追踪内容获取进程，定期汇总，输出运营报告； 4、少量翻译工作。 Job Description: 1.Assist in operation of music platform. 2.Analyze and report the result of operation. 3.Some translation work. 任职资格任职资格： 1、本科以上学历，法语专业或者非洲法语地区在华留学生优先； 2、英语听说读写熟练； 3、责任心强，有耐心，积极，热情，热爱音乐； 4、熟练使用办公软件，擅长Excel和Powerpoint。 Job Requirement: 1.Bachelor degree, excellent French proficiency in listening, speaking, reading and writing, as well as skilled English. 2.African Francophone region students studying in China are preferred. 3.Knowledge in music business. 4.Nice image, and good interpersonal skills. 5.Being enthusiastic in music. 6.Familiar with Internet and Office software (i.e. Word, Excel, etc.). ",传易互联,互联网 游戏 软件 ,"民营企业
",150-500人 , 上级同事很好 快速晋升 热门领域 提供茶歇 有活力 ,深圳 ,https://www.shixiseng.com/intern/inn_uwah8hn35rus?pcm=pc_SearchList
NLP算法工程师, 工作职责 1、负责互联网保险平台的搜索及推荐算法研发工作，分析并优化query解析、语义理解、意图识别等基础策略，提升搜索满足度和推荐转化率； 2、深入业务场景应用传统推荐算法，强化学习，graph embedding等方案，提升保险产品个性化推荐和智能营销的转化率； 3、负责保险创新AI工具研发，构建疾病与保险知识图谱，实现智能核保/健康轻问诊/智能问答助手等对话机器人。 岗位要求 1、计算机相关专业，具有以下任一或以上领域相关的理论背景：机器学习/数据挖掘/信息检索/自然语言处理； 2、熟悉自然语言处理基础理论和常用算法，有文本分类、序列标注等经典任务相关项目或竞赛经验者优先，有知识图谱构建及问答相关项目或竞赛经验优先； 3、良好的编程能力，熟悉linux系统、C/C++语言；精通shell、python等脚本语言；有golang开发经验者优先考虑； 4、有国际顶尖会议或期刊发表论文经验者优先 5、每周至少4天，实习至少3个月 ,wesure微保,金融 经济 投资 财会 ,"民营企业
",500-2000人 , 年轻人聚集地 互联网精神 ,深圳 ,https://www.shixiseng.com/intern/inn_72hatntxgnkw?pcm=pc_SearchList
文案编辑实习生JD004（自媒体方向）, 岗位职责： 1、负责公司自媒体平台的日常运营及推广工作； 2、负责公司知乎专栏的内容规划与内容撰写； 3、负责公司网站内容的编辑与发布； 4、完成上级领导安排的其他工作事项。 任职要求： 1、本科以上学历，英语、中文、新闻传媒等学科背景优先； 2、具备较强的逻辑分析和表达能力，文笔出众者尤佳； 3、具备新媒体文案创作能力，包括但不限于公众号、微博、朋友圈、短视频、图文内容等； 4、做事认真、缜密、谨慎，善于学习，懂得在工作中避免失误。 5、熟悉自媒体的基本运营，具备创作能力 工作地点：全国，该岗位可远程上班，无需坐班，弹性工作  ,信一科技,互联网 游戏 软件 ,"民营企业
",少于15人 , 互联网 咨询公司创业 媒体 ,深圳 ,https://www.shixiseng.com/intern/inn_eemqh0smlkag?pcm=pc_SearchList
个性化推荐算法工程师, 岗位职责: 1、负责互联网保险平台的推荐及个性化算法研发工作，分析并优化用户画像、行为模式、意图识别等基础策略，提升推荐的相关性和转化率 2、负责个性化算法serving服务的研发工作，包括传统机器学习和深度学习、强化学习等算法，提高服务的性能和稳定性 3、深入业务场景应用传统推荐算法、深度学习、强化学习等算法，提高保险产品个性化推荐和智能营销的转化率 任职要求: 1、计算机相关专业，具有以下任一或以上领域相关的理论背景：机器学习/数据挖掘/数理统计 2、良好的编程能力，熟悉liunx系统、C/C++语言、shell、python等脚本语言；有golang开发经验者优先考虑； 3、熟悉和了解sklearn、tensorflow、pytorch等机器学习库的使用；有spark、hive、hadoop、hbase等大数据组件的使用经验者优先考虑；有广告CTR和CVR等推荐项目经历或竞赛经验者优先考虑； 5、每周至少4天，总实习期至少3个月 ,wesure微保,金融 经济 投资 财会 ,"民营企业
",500-2000人 , 年轻人聚集地 互联网精神 ,深圳 ,https://www.shixiseng.com/intern/inn_659fikr0klxt?pcm=pc_SearchList
测试实习生, 岗位职责： 1、负责公司产品的业务功能测试，确保产品质量； 2、按测试计划执行分配的测试任务，及时提交和跟踪缺陷，协助开发人员定位重现缺陷，推动缺陷的及时合理的解决。 3、根据产品测试的实际情况，编写相应的测试分析报告和相关文档，定期向上级汇报项目进展情况。 任职资格： 1、本科及以上的在校学生，软件工程、计算机技术等相关专业； 2、熟悉开发流程以及测试理论，有智能硬件产品测试经验优先考虑； 3、需掌握Linux常用命令，至少掌握一门编程语言，如Python/JAVA； 4、具有良好的逻辑思维及学习能力； 5、工作积极主动，认真负责，执行力强。良好的沟通表达能力，优秀的文档撰写能力； 6、该岗位要求每周至少实习四天，实习时间不少于3个月。 加分项： 摄影摄像、无人机、机器人爱好者。 ,睿魔智能,互联网 游戏 软件 ,"民营企业
",50-150人 , 人工智能 潜力人 坐标前海壹号 扁平化管理 待遇从优 突破 ,深圳 ,https://www.shixiseng.com/intern/inn_h0hqrex6zmxz?pcm=pc_SearchList
（2021暑期实习）粉丝运营, 工作职责 1、通过QQ群、社区等方式接收并处理玩家反馈，维护游戏社区氛围，能管控自己情绪服务玩家 2、挖掘和分析用户，增强用户粘性，提升用户价值 任职资格 1、表达能力清晰，能通过QQ群、社区等方式接收并处理玩家反馈，维护游戏社区氛围，能管控自己情绪服务玩家 2、具备良好的语言表达能力，对二次元游戏有一定的认识，能够快速体验游戏并找到游戏核心玩法，理解核心玩家的需求 ,创梦天地,互联网 游戏 软件 ,"民营企业
",500-2000人 , 福利好 接触面广 高水平老大 免费食宿 激情 ,深圳 ,https://www.shixiseng.com/intern/inn_vs2ihocrwr8w?pcm=pc_SearchList
专利申报专员, 1.根据原型机，利用软件CAD绘制二维机构图；2.根据工作原理撰写专利申报文件；3.配合专利申报人员修改申报文件；4.对专业课成绩有一定要求；5.上岗前需完成技术测试 ,派对家,互联网 游戏 软件 ,"民营企业
",15-50人 , 阿里邻居 制度人性化 活跃的氛围 自由度高 人工智能 四合院办公 舒适员工宿舍 包吃包住 ,,https://www.shixiseng.com/intern/inn_aqjc5o7t2xrg?pcm=pc_SearchList
